risk_aversion,expected_return,portfolio_variance,portfolio_std
0.5,721.5711250499975,1825.42505237159,42.72499329867227
1.0,380.83408188754345,803.6181289406791,28.348159180812413
2.0,350.57733434785365,746.2724572067671,27.31798779571378
5.0,350.5773343478537,746.2724572067671,27.31798779571378
